Country,GCI,GII,GDP,HCI,NRR,WGI
"Congo, Dem. Rep.",,,0.0004843210150737,,0.4617147899764234,0.1399203825097646
"Congo, Democratic Rep.",0.4317140821954115,,,,,
"Congo, Rep.",,,0.0001421854686703,,0.3815429960016794,0.4892107474530829
Costa Rica,0.6105666846931471,,0.0007678147898517,0.5516074450084603,0.0276727288754041,
Cote d'Ivoire,,,0.0006315106678478,,0.0725003258695961,0.4099992091464092
Croatia,0.4460786571469477,0.6958174904942966,0.0006880769557527,,0.0114701853277168,0.7310157871853369
Cuba,,,0.0011924686912329,,0.0105228147284711,0.7349048115547158
Curacao,,,3.894946387152402e-05,,,
Cyprus,0.54055973252233,0.8314321926489225,0.0002742574047666,0.7749576988155669,2.7358735722530764e-05,0.7186130684798676
Czech Republic,0.5916912134435979,,,,,
Czechia,,0.7617237008871989,0.0025621568410289,0.8274111675126905,0.0069581737485131,0.79450190799854
Côte d'Ivoire,0.5354002802173502,,,,,
Democratic Republic of Congo,,,,0.1285956006768189,,
Denmark,0.8523312876587129,,0.0040877728355043,0.8138747884940779,0.0076809077807601,0.7718189125917325
Djibouti,,,3.346903612517956e-05,,0.0108667518978866,0.4676317772952373
Dominica,,,6.980214176833124e-06,,0.0013462365632502,0.7974337694385433
Dominican Republic,0.4902684623023451,0.476552598225602,0.0009879227797122,0.3367174280879865,0.0287663592462025,0.6462291747089083
Early-demographic dividend,,,0.137580151362374,,,
East Asia & Pacific,,,0.2973830685790889,,0.0242013239581332,
East Asia & Pacific (IDA & IBRD countries),,,0.1775454311561377,,,
East Asia & Pacific (excluding high income),,,0.1777632646613476,,0.0304844849897433,
East Asia and Pacific,0.6687205606314576,,,,,
East Timor,,,,0.2385786802030457,,
Ecuador,0.4090602738033917,0.3624841571609632,,0.5228426395939086,0.0843403614370171,
Egypt,0.4735865261218372,,,0.326565143824027,,
"Egypt, Arab Rep.",,0.291508238276299,0.0043401072912484,,0.0720188998758877,0.3010749514050942
El Salvador,0.446139154362314,0.4968314321926489,0.0003153209962279,0.3519458544839256,0.0229346456582964,0.5752208286089558
Equatorial Guinea,,,0.0001462263202809,,0.3694215842506617,0.5665612648037524
Eritrea,,,,,,0.4607063744684166
Estonia,0.8042106259279779,0.826362484157161,0.0003137724410978,0.7681895093062606,0.0279791325454163,
Eswatini,,,4.928175013635104e-05,0.1962774957698815,,0.4951931962799482
Ethiopia,0.4912919822007385,0.3827629911280101,0.0009695399667989,0.155668358714044,0.252129615583156,0.2646253881234556
Eurasia,0.4696613571618264,,,,,
Euro area,,,,,0.0019018420076676,
Europe & Central Asia,,,0.2664721229880989,,0.0210822663606625,
Europe & Central Asia (IDA & IBRD countries),,,0.0455183198381852,,0.0990595615847312,
Europe & Central Asia (excluding high income),,,0.0188979198966516,,0.0587644388464385,
Europe and North America,0.6711326634877193,,,,,
European Union,,,0.1813442557877534,,0.0043588014385535,
Faroe Islands,,,3.618909240544904e-05,,,
Fiji,,,6.382965076771457e-05,,0.0228729435778787,0.7808773927023277
Finland,0.995636950110652,0.9923954372623572,0.0031431785313094,0.8815566835871403,0.0091990343566757,0.798445785444284
Fragile and conflict affected situations,,,,,0.2221252245866522,
France,,0.8162230671736376,0.032288649348575,0.7986463620981389,,0.5748551720295033
French Guiana,,,,,,0.7072560217283778
French Polynesia,,,7.123058715065116e-05,,0.0001087984407871,
Gabon,0.5038550620346884,,0.0001825646738485,,0.2617404785582445,0.5740838786637221
Gambia,,,,0.1759729272419628,,
"Gambia, The",0.5305644692671494,,,,0.147250639562886,0.5059275345578664
Georgia,0.6455097070250192,,0.0002011140398624,0.5431472081218275,0.0128420790807724,0.5309630440309633
Germany,0.8598806764608639,0.8631178707224333,,0.8494077834179358,0.0014356950641462,0.7337569234263043
Ghana,0.540741747775082,0.3713561470215462,0.0007327950648778,0.2470389170896785,0.1941304001378392,0.5681700650240262
Greece,0.4980215501971162,0.6476552598225601,0.0025213681738126,0.6565143824027074,0.0020277115916558,0.5700599230084079
Greenland,,,3.480324422446577e-05,,,1.0
Grenada,,,1.331816767109885e-05,,,0.8017311200104777
Guam,,,7.65050894478265e-05,,,
Guatemala,0.5528187455489537,0.4055766793409379,0.0008619076622386,0.2825719120135364,0.0452929515204808,0.4847870218551446
Guinea,,0.3346007604562737,0.0001116927950045,0.1370558375634518,0.4063733446985688,0.515367152984104
Guinea-Bissau,,,1.5713236738863336e-05,,0.4197306619973739,0.5052640411942931
Guyana,,,5.798648509828621e-05,0.3417935702199662,0.3611080508260196,
Haiti,,,0.0001831572897625,0.2588832487309645,0.0177299529960716,0.4436096912584439
Heavily indebted poor countries (HIPC),,,0.0088064831747712,,0.1881754885984714,
High income,,,0.6624693469905822,,0.0244732110267582,
Honduras,0.4766190915060277,0.3485424588086185,0.0002830205652345,0.3333333333333333,0.0452338586582019,0.5068695890261145
Hong Kong SAR,0.9409210401493566,,,,,
"Hong Kong SAR, China",,0.9733840304182508,0.0041888903653897,,2.5083133093968572e-05,
Hungary,0.2523447637578268,0.7008871989860582,0.0016786991753691,0.6937394247038917,0.0050897880272147,0.7287961468026932
IBRD only,,,0.3398408726622698,,0.0572126143122456,
IDA & IBRD total,,,,,0.060843456700979,
IDA blend,,,0.012848673833014,,0.0875575777287661,
IDA only,,,0.0151011560554342,,0.1192114096281106,
IDA total,,,0.0279503734340467,,0.1046280337505865,
Iceland,0.863261194364094,0.8922686945500634,0.0002709503054566,0.7563451776649747,0.0,0.8731846807620705
India,0.4735533314008531,0.4397972116603295,0.0299623386351909,0.2487309644670051,,0.3994889215755459
Indonesia,,0.3244613434727503,,0.4094754653130288,,
Iran,,,,0.5042301184433164,,
"Iran, Islamic Rep.",0.4554775516260768,0.3789607097591888,0.0059789138290173,,0.2948142916118736,0.4295502064871975
Iraq,,,0.0021766066877928,0.1776649746192894,0.74555938220879,0.1237520649760037
Ireland,0.937700150217422,0.9138149556400506,,0.8680203045685282,0.0014582427484181,0.7679047870042314
Isle of Man,,,8.884876862635852e-05,,,
Israel,0.770511169809812,0.6463878326996197,0.0042051131810432,0.7952622673434857,0.0041410784759757,0.4325589625900308
Italy,0.4845864939163116,,0.0245081518308114,0.8054145516074451,0.001056053455545,0.6697750076607054
Jamaica,0.631825065663361,,0.0001832593834605,0.424703891708968,0.0289279030354189,0.6573598240158612
Japan,0.9339222829995342,0.9011406844106462,0.0653318630657919,0.9323181049069372,0.0005594058230533,0.795488467868886
"Jersey, Channel Islands",,,,,,0.8675500875776717
Jordan,0.691996217994101,0.5906210392902408,0.0005203286138404,0.4551607445008461,0.025260362556164,0.4947983140988977
Kazakhstan,0.560961307598699,0.6400506970849176,0.0017918826845179,,0.2476341526835613,0.5969921547017046
Kenya,0.5596737772148692,0.4651457541191381,0.0009763086385442,0.3807106598984772,0.0596593936428815,0.3185833631280276
Kiribati,,,2.154770050881354e-06,0.3147208121827411,,0.7705897973620636
"Korea, Dem. People's Rep.",,,,,,0.4562401199904315
"Korea, Rep.",0.6648381281739212,0.752851711026616,0.0195805924379117,,0.0007374613304937,
Kosovo,,,8.671135418959332e-05,0.451776649746193,0.0088577317234762,0.5379815269720849
Kuwait,0.5754890017143125,0.5196451204055766,0.0014279660126852,0.4788494077834179,0.726374348957368,0.5850905639344179
Kyrgyz Republic,0.3890893674702424,0.4233206590621038,8.841420722175614e-05,,0.1259834437531139,0.4628136039839441
Kyrgyzstan,,,,0.4856175972927242,,
Lao PDR,0.4357489488139112,,0.0002072240425948,,0.097683853118519,0.7044699823331968
Laos,,,,0.2690355329949239,,
Late-demographic dividend,,,0.2427734739350721,,0.0572291198410921,
Latin America & Caribbean,,,0.0689829998324911,,0.0488791633010595,
Latin America & the Caribbean (IDA & IBRD countries),,,0.0659850072897968,,0.0509362441009575,
Latvia,,,0.0003661405512475,0.7292724196277496,0.022069139044022,0.692625211937625
Least developed countries: UN classification,,,,,0.1533725187838462,
Lebanon,0.545863796684782,0.4575411913814955,0.0006672806074818,0.4145516074450086,2.5148510914956288e-05,0.264945939613004
Lesotho,0.5305423338784835,,2.706426192340562e-05,0.1319796954314721,0.1631649500596629,0.5464159003574409
Liberia,0.5242644689121456,,4.382920334148117e-05,0.0439932318104907,0.4514408136267069,0.5059842050554366
Libya,,,0.0006511522942576,,0.2748628243611542,0.1296234736507342
Liechtenstein,,,8.089614396112658e-05,,4.0847851303541465e-05,0.8950893670677046
Lithuania,,0.7262357414448668,0.0005615199054169,0.7089678510998308,,0.7639771745603814
Low & middle income,,,0.3340803904051892,,0.0553116428097528,
Low income,,,0.0050099223789691,,0.2210128604060856,
Lower middle income,,,,,0.0591753128434357,
Luxembourg,0.9652578741437504,0.8377693282636247,0.0008118147156579,0.6751269035532995,0.0002202648060594,0.884894233796147
Macao,,,,0.7884940778341795,,
"Macao SAR, China",,,0.0005879404892971,,1.1536296912947371e-05,0.8822147062982467
"Macedonia, FYR",0.5000494994109592,,,,,
Madagascar,0.3162008169039285,0.4182509505703422,0.000154162355935,0.1370558375634518,0.1968903147011516,0.5362869255012246
Malawi,0.484453739602246,,0.0001027346412194,0.1928934010152284,,0.5728474876299704
Malaysia,,0.6958174904942966,0.0039329196316826,0.55668358714044,0.1167121528935511,0.6232789051786124
Maldives,,,5.7036535711769854e-05,,0.0001432136129637,0.6804725691660941
Mali,0.4326657317124799,0.3434727503168567,0.0001825928515176,0.0406091370558376,0.2017844111668786,0.2655281018478441
Malta,0.6955062701130689,0.7946768060836502,0.0001518043061315,0.6903553299492385,,0.8156662491126149
Marshall Islands,,,2.0795904073335404e-06,,,0.7681335250669866
Martinique,,,,,,0.7970129599388226
Mauritania,0.2264793743177662,,8.300411885998832e-05,0.1015228426395939,0.1805693042634734,0.4429641212171234
Mauritius,0.6831550820815143,0.8174904942965779,0.0001638968014718,0.5634517766497462,0.0006030946666961,0.801859636778642
Mexico,0.5020736095309123,0.5640050697084917,0.0145217531552134,0.5313028764805415,0.0443267476553079,0.4665714313478259
"Micronesia, Fed. Sts.",,,3.6999396396598415e-06,,0.0008034338611861,0.8095057174847247
Middle East & North Africa,,,0.0422287750152024,,0.2911666218229958,
Middle East & North Africa (IDA & IBRD countries),,,0.0193407309940803,,0.243646490778569,
Middle East & North Africa (excluding high income),,,0.0195418774171174,,0.2413958054482115,
Middle East and North Africa,0.6291510917586257,,,,,
Middle income,,,0.3290666256591892,,0.0529371327087627,
Moldova,,0.541191381495564,0.0001036623122431,0.4856175972927242,0.0060226933519341,0.5339641877702312
Monaco,,,8.387759777000099e-05,,,0.8667623915265725
Mongolia,0.4403120158252794,0.6185044359949302,0.0001454499818509,0.5634517766497462,0.2255566835851953,0.7584084368877904
Montenegro,0.4625741903913512,0.6742712294043093,5.660550146598362e-05,0.544839255499154,0.0187919919798964,0.6518668367038599
Morocco,0.6229056398197436,0.5259822560202788,0.0014562507731314,,0.0650417740887788,0.531475813819798
Mozambique,0.4115176168112895,0.3814955640050697,0.0001570405798234,,,0.3714845658349638
Myanmar,,,0.0008259354227893,0.3045685279187817,0.1528574625659608,0.4307607558719655
Namibia,0.7414180061252655,0.6172370088719898,,,0.058433775787786,0.7403249367984123
Nauru,,,7.300476181305542e-07,,,0.8243716110142911
Nepal,0.5009732231022238,,0.000319664751549,0.3333333333333333,0.0231390369330993,0.4227806612970376
Netherlands,0.9366381188019404,0.9505703422053232,0.0102368375667184,0.8578680203045688,0.0056324707110017,0.7808576274818168
New Caledonia,,,0.0001133720838456,,0.0002956731292528,
New Zealand,0.929687495267332,0.982256020278834,0.0024658772615673,0.802030456852792,0.0235044195554713,
Nicaragua,0.3299349562312594,0.4537389100126742,0.0001729316792719,0.4027072758037226,0.0698619588424609,0.577086275322154
Niger,,0.3903675538656526,0.000135233123059,0.038917089678511,0.2173947512486339,0.370674987298246
Nigeria,0.4844938415538957,0.256020278833967,0.0052829105763017,0.0829103214890017,0.1045322816590788,
North America,,,0.2655738365188185,,0.0076145156987751,
North Macedonia,,0.7021546261089987,0.0001388055512581,0.4077834179357023,0.0194380573072665,0.5237359921189763
Northern Mariana Islands,,,1.551641391806566e-05,,,
Norway,0.9343082814469388,0.9619771863117872,0.0048429907122425,0.8087986463620982,0.0867873583529623,0.8393121106022073
OECD members,,,,,0.0098327241791146,
Oman,0.7847252916752409,0.697084917617237,0.0009804032030158,0.55668358714044,0.4051706242275792,0.7506399464383325
Other small states,,,0.002078113337757,,0.0922968751144628,
Pacific island small states,,,0.0001239172435159,,0.0607354655992097,
Pakistan,0.3790638134876004,0.2674271229404309,0.0040944849952552,0.1624365482233503,0.0216602184650717,0.0887351925760324
Palau,,,3.444079347461017e-06,,,0.7705897973620636
Palestine,,,,0.4416243654822336,,
Panama,0.6735321442440148,0.5525982256020279,0.0007555502086243,0.4043993231810491,0.0029346016892534,0.678972554149422
Papua New Guinea,,,0.0002705025710465,0.1539763113367175,0.3217701805514552,0.4931412604277448
Paraguay,0.4376590192217823,0.4043092522179974,0.000470675254844,,0.0424952583589777,0.6243024406975459
Peru,0.4867037810376809,0.5627376425855513,0.0025050465257819,0.4957698815566835,0.0988654445026496,0.5539968353862603
Philippines,0.5098336335620791,,0.0041597302505437,0.4314720812182742,0.0148432147845242,0.3136074719240254
Poland,0.5336108111222829,0.7515842839036755,0.006136510143622,0.7681895093062606,0.0454714045355832,0.6985670227368078
Portugal,0.5863708710192668,0.7997465145754118,0.0026947374700364,0.8172588832487311,0.0035490758204181,0.7935248697019137
Post-demographic dividend,,,0.5966125767827654,,0.0079816992960453,
Pre-demographic dividend,,,0.0151868108235452,,0.2517245713254809,
Puerto Rico,,,0.0013617679813007,,,0.7358692319303841
Qatar,0.8495685386823093,0.7477820025348542,0.001980604989484,0.544839255499154,0.3586889258530819,0.7782274824388766
Reunion,,,,,,0.6563656946167932
Romania,0.4751679982551643,,0.0024187343774763,0.5211505922165821,0.0154580978973516,
Russia,,,,0.7377326565143825,,
Russian Federation,0.3787871071925859,0.5310519645120405,0.0166702996303186,,0.1839046107309489,0.4021044660562139
Rwanda,0.8377164435928685,0.6020278833967047,0.0001129895583289,0.1370558375634518,0.1346273086032117,0.5830335934583214
Samoa,,,1.04754772226792e-05,,0.0095426768860432,0.8381340545056475
San Marino,,,1.862842187979407e-05,,,0.8806096724845426
Sao Tome and Principe,,,3.272552417438008e-06,,0.0735054389762291,0.64103842087172
Saudi Arabia,,0.5310519645120405,0.0086953369730957,0.494077834179357,0.4653703159082976,0.4996184272166621
Senegal,0.5218463406564543,0.4790874524714828,0.0002480634830597,0.2115059221658206,0.0893133496096642,0.5502968075240307
Serbia,0.3189402069534071,0.6299112801013942,0.0005307755591416,0.7817258883248732,0.0262887912338561,0.6240582637334442
Seychelles,,,1.9936341287722055e-05,0.6514382402707277,0.0022170364820974,0.7436972872889605
Sierra Leone,0.3799633744661748,,,0.0981387478849407,0.3293208944975029,0.5623786871345743
Singapore,0.962537646735071,,0.0041653047656673,1.0,0.0006531567594919,
Sint Maarten (Dutch part),,,1.8088843485931797e-05,,,
Slovak Republic,0.521306679967498,0.7477820025348542,0.0011739578468991,,0.0058672495272005,0.7421116148243899
Slovenia,0.5582735056056456,0.8212927756653992,0.0005839700769301,0.8375634517766499,0.00585774386876,0.7977374072842873
Small states,,,0.0026393430382852,,0.089481554636432,
Solomon Islands,,,,0.2538071065989848,0.3209537717724261,0.6976629077011196
Somalia,,,9.595718160786684e-05,,0.4386721877212752,0.1147535658844316
South Africa,0.7817490687206606,0.6730038022813687,0.0042244728653713,0.1912013536379019,0.0799308195445889,0.5660803794364261
South Asia,0.5005436695007757,,0.039314198672005,,0.0340015674473621,
South Asia (IDA & IBRD),,,0.039314198672005,,0.0340015674473621,
South Korea,,,,0.934010152284264,,
South Sudan,,,,0.0152284263959391,,
Spain,0.6208621892887514,0.7515842839036755,0.0161058327402546,0.7614213197969544,0.0009354516747002,0.6792778258384716
Sri Lanka,,0.3586818757921419,0.0011486220553639,,0.0027057671590782,0.5943633303200855
St. Kitts and Nevis,,,1.2602360625631386e-05,,,0.7212861585127601
St. Lucia,,,2.3853810601098743e-05,,0.0005383238981872,0.8017311200104777
St. Vincent and the Grenadines,,,,,0.0009097348699169,0.8017311200104777
Sub-Saharan Africa,0.4978921208678847,,,,0.1513930715227188,
Sub-Saharan Africa (IDA & IBRD countries),,,0.0198721684617144,,0.1513930715227188,
Sub-Saharan Africa (excluding high income),,,0.0198516885748282,,0.1515476219173317,
Sudan,,,0.0005560760582499,0.1455160744500846,,0.1180495479687951
Suriname,,,4.2771622991855146e-05,,0.3380411251200183,0.6280696182957747
Sweden,0.9653398014479692,0.9163498098859316,0.0067322964123739,0.8578680203045688,0.016209373439054,0.8021807634789431
Switzerland,1.0,0.94169835234474,0.0089812233273213,0.802030456852792,0.0002302218449564,0.8615354391872385
Syrian Arab Republic,,,0.0001639451043461,,0.0711886055615891,
"Taiwan, China",0.8163640993853808,,,,,0.7843863863427243
Tajikistan,0.579339111371565,0.3878326996197718,9.075557589781387e-05,0.4060913705583757,0.0854443941883793,0.4364086523348137
Tanzania,0.4728542134908781,0.4828897338403041,0.0006493548279824,,0.1260406281961873,0.5046539689994692
Thailand,0.4865808497165654,0.4904942965779467,0.0053967303100432,,0.0348547607885756,0.3931496707432465
Timor-Leste,,,2.1034298725810553e-05,,,0.5930640137542925
Togo,,0.4157160963244612,7.872699084004215e-05,0.2030456852791878,0.2020600102598646,0.5607352488242998
Tonga,,,4.947507487626024e-06,0.3705583756345178,0.0010129826735787,0.7808773927023277
Trinidad and Tobago,0.5007227353367146,,0.00030908296231,0.5414551607445008,,0.6536206604050934
Tunisia,0.593216169919404,0.5361216730038022,0.0005786604961821,0.3637901861252116,0.0490379467060536,0.3626743931912088
Turkey,,,,0.5634517766497462,,
Turkiye,,0.4892268694550063,0.0113547994386154,,0.0085646538792714,0.1845535548256997
Turkmenistan,,,0.0004717162581295,,,0.5566223236698171
Turks and Caicos Islands,,,1.2937053850938022e-05,,0.0001110906217186,
Tuvalu,,,0.0,0.4416243654822336,,0.8806096724845426
Uganda,0.5344658944410863,0.4778200253485424,0.0003807693618635,0.1505922165820643,0.2857882402941832,0.4492092333025682
Ukraine,,0.4144486692015209,0.0012183926196508,0.5989847715736042,0.0538470216698147,0.2161500772336709
United Arab Emirates,0.8451001119217068,0.8225602027883396,0.0048207780727795,0.6192893401015229,0.2649572638935161,0.7095497296741995
United Kingdom,0.9563990398720608,0.9074778200253484,0.0351107919015463,0.8257191201353639,0.0061221090777871,0.6681322179923422
United States,0.8185362520600241,0.8833967046894803,0.2455329048214282,0.7935702199661592,0.0068021686038093,
Upper middle income,,,0.2598970508279259,,0.0512782072626927,
Uruguay,0.7272618447909213,0.6717363751584283,0.0007499760758322,0.5194585448392555,0.0390847404627196,0.8119830645226614
Uzbekistan,,,0.0011241535506973,,0.1508236025992654,0.5390450549364206
Vanuatu,,,9.652434448400078e-06,0.3011844331641286,0.018316077363093,0.697243224145849
Venezuela,0.0,,,,,
"Venezuela, RB",,0.0,,,,
Viet Nam,,,0.0033563274875516,,,0.6432669250072774
Vietnam,0.4805286734640465,0.4524714828897338,,0.6311336717428089,,
Virgin Islands (U.S.),,,4.904647573789565e-05,,,0.7970129599388226
West Bank and Gaza,,,0.0002006028774386,,,0.1920144543853105
World,,,1.0,,,
Yemen,0.2814512851931697,,,0.1285956006768189,,
"Yemen, Rep.",,0.2053231939163498,,,0.0176398004633638,
Zambia,0.5844637514734949,0.3979721166032953,0.0002731078827678,0.1742808798646362,0.262077542439728,
Zimbabwe,0.1928019105049023,,0.0002677580303395,0.2504230118443317,0.1008893424168617,0.4692218923449755
