Country Name,2016 [YR2016]
Andorra,0.8806096724845426
Cabo Verde,0.7755718567834882
Maldives,0.6804725691660941
Puerto Rico,0.7358692319303841
Uruguay,0.8119830645226614
Portugal,0.7935248697019137
Madagascar,0.5362869255012246
Aruba,0.8555613003199564
Ethiopia,0.2646253881234556
Mexico,0.4665714313478259
Qatar,0.7782274824388766
Sri Lanka,0.5943633303200855
Afghanistan,0.0500754982469427
Tonga,0.7808773927023277
Sao Tome and Principe,0.64103842087172
Germany,0.7337569234263043
Serbia,0.6240582637334442
Finland,0.798445785444284
"Congo, Rep.",0.4892107474530829
Nicaragua,0.577086275322154
China,0.4935714568773924
Mauritius,0.801859636778642
Bhutan,0.8238031069751749
Samoa,0.8381340545056475
Reunion,0.6563656946167932
Honduras,0.5068695890261145
Chile,0.679317191059384
St. Vincent and the Grenadines,0.8017311200104777
Croatia,0.7310157871853369
"Jersey, Channel Islands",0.8675500875776717
Saudi Arabia,0.4996184272166621
"Congo, Dem. Rep.",0.1399203825097646
Panama,0.678972554149422
American Samoa,0.8345762169054629
Latvia,0.692625211937625
Dominica,0.7974337694385433
Namibia,0.7403249367984123
Trinidad and Tobago,0.6536206604050934
Seychelles,0.7436972872889605
Uganda,0.4492092333025682
Cyprus,0.7186130684798676
Haiti,0.4436096912584439
Cameroon,0.3787945888382533
Antigua and Barbuda,0.7731201249817916
Liechtenstein,0.8950893670677046
Italy,0.6697750076607054
Hungary,0.7287961468026932
Thailand,0.3931496707432465
Tunisia,0.3626743931912088
Ireland,0.7679047870042314
Argentina,0.6372954357810116
Azerbaijan,0.4305998070082258
Eritrea,0.4607063744684166
Switzerland,0.8615354391872385
Mozambique,0.3714845658349638
Barbados,0.7938087056115671
Sierra Leone,0.5623786871345743
Greece,0.5700599230084079
Tanzania,0.5046539689994692
Nauru,0.8243716110142911
St. Kitts and Nevis,0.7212861585127601
Turkmenistan,0.5566223236698171
Fiji,0.7808773927023277
Dominican Republic,0.6462291747089083
Lesotho,0.5464159003574409
Czechia,0.79450190799854
Spain,0.6792778258384716
West Bank and Gaza,0.1920144543853105
Slovenia,0.7977374072842873
Equatorial Guinea,0.5665612648037524
Cuba,0.7349048115547158
Iraq,0.1237520649760037
Benin,0.594888262144761
El Salvador,0.5752208286089558
San Marino,0.8806096724845426
Vanuatu,0.697243224145849
Montenegro,0.6518668367038599
Central African Republic,0.2312998556269973
Russian Federation,0.4021044660562139
United Kingdom,0.6681322179923422
Albania,0.66597939996511
Djibouti,0.4676317772952373
Peru,0.5539968353862603
Morocco,0.531475813819798
Poland,0.6985670227368078
Kyrgyz Republic,0.4628136039839441
"Korea, Dem. People's Rep.",0.4562401199904315
Malaysia,0.6232789051786124
"Iran, Islamic Rep.",0.4295502064871975
Grenada,0.8017311200104777
Martinique,0.7970129599388226
Zimbabwe,0.4692218923449755
Belize,0.6074077620187164
Timor-Leste,0.5930640137542925
Ghana,0.5681700650240262
Lebanon,0.264945939613004
"Bahamas, The",0.7937954023331178
Jamaica,0.6573598240158612
Sudan,0.1180495479687951
Kuwait,0.5850905639344179
