Country,GDP
Marshall Islands,2.0795904073335404e-06
IDA blend,0.012848673833014
Hungary,0.0016786991753691
Japan,0.0653318630657919
Greece,0.0025213681738126
Senegal,0.0002480634830597
Finland,0.0031431785313094
Suriname,4.2771622991855146e-05
Sub-Saharan Africa (excluding high income),0.0198516885748282
Kiribati,2.154770050881354e-06
Zimbabwe,0.0002677580303395
Bangladesh,0.0034624604935174
Puerto Rico,0.0013617679813007
Ethiopia,0.0009695399667989
Isle of Man,8.884876862635852e-05
IDA total,0.0279503734340467
